tick,node_id,Helmet_ID,Temp_C,Humidity_Percent,CH4_ppm,H2S_ppm,CO_ppm,VOC_ppm,Pressure_hPa,Mud_Level_cm,Mud_Viscosity_Index,Mud_Salinity_uS_cm,Accel_Z_g,Light_lux,Impact_N,Fluid_Level_cm,node_online
64,E,HM-E441,34.348,45.29,2.373,0.0133,4.046,178.995,1012.046,13.108,6.957,932.875,1.0026,13.475,0.837,11.776,1
64,F,HM-F087,35.943,45.867,2.272,0.005,3.794,171.727,1012.424,16.514,6.558,989.064,1.0033,26.668,1.072,12.122,1
65,A,HM-A104,35.849,44.151,2.339,0.0203,3.98,194.022,1014.041,11.744,6.903,869.879,1.0286,23.031,1.264,12.882,1
65,B,HM-B210,33.958,45.194,2.164,0.0168,3.955,182.324,1011.833,15.442,7.056,960.596,0.9792,19.313,1.129,10.948,1
65,C,HM-C305,36.006,48.392,3.569,0.0296,4.17,161.901,1012.34,15.977,7.118,985.221,1.0279,33.617,0.937,10.925,1
65,D,HM-D118,36.521,48.116,2.258,0.0209,3.453,192.572,1013.247,14.333,6.395,957.881,1.0336,35.479,1.264,9.002,1
65,E,HM-E441,34.247,44.32,2.277,0.0182,3.499,171.527,1013.767,14.72,7.065,966.039,0.9295,26.24,0.894,13.57,1
65,F,HM-F087,34.827,43.585,2.695,0.0123,4.15,198.145,1013.279,17.028,7.294,912.43,1.0046,21.633,0.858,10.238,1
66,A,HM-A104,35.838,48.154,2.344,0.0181,3.747,183.592,1012.907,12.511,7.115,954.367,0.9899,23.106,1.117,11.628,1
66,B,HM-B210,37.108,44.226,2.417,0.021,3.265,186.485,1012.691,16.939,8.09,983.603,0.9887,24.658,1.093,10.563,1
66,C,HM-C305,36.183,42.251,3.032,0.0255,3.903,152.765,1014.122,10.903,6.721,903.891,1.0088,18.437,1.049,12.909,1
66,D,HM-D118,37.529,47.085,2.781,0.0214,4.112,189.514,1012.816,14.883,6.887,968.378,0.9901,16.116,1.127,12.876,1
66,E,HM-E441,34.609,43.939,2.58,0.0176,3.416,194.508,1011.34,14.248,6.796,953.829,1.0194,27.189,0.682,10.688,1
66,F,HM-F087,33.471,44.648,2.463,0.0105,3.475,174.426,1013.741,12.303,7.351,929.555,1.0328,19.337,1.353,12.129,1
67,A,HM-A104,35.149,41.959,2.558,0.0221,3.925,178.904,1012.643,14.377,6.287,945.398,0.9928,23.695,0.651,11.09,1
67,B,HM-B210,34.501,47.858,2.642,0.0153,3.7,185.818,1013.382,14.173,6.846,886.847,0.9883,21.886,0.796,12.824,1
67,C,HM-C305,35.681,43.629,3.103,0.0303,4.677,194.692,1014.034,13.866,6.706,902.457,0.9932,18.826,1.111,12.26,1
67,D,HM-D118,35.206,41.423,2.596,0.012,3.627,178.748,1013.017,15.794,7.335,949.689,1.0218,12.685,0.493,12.874,1
67,E,HM-E441,36.259,45.004,1.933,0.0242,3.243,182.376,1012.477,10.37,6.918,935.962,1.0491,27.587,1.264,12.199,1
67,F,HM-F087,34.487,47.505,2.493,0.0106,3.638,217.702,1013.408,17.181,7.148,927.126,0.9935,16.104,0.45,11.077,1
68,A,HM-A104,35.173,40.295,2.48,0.024,4.015,170.649,1013.231,12.256,7.467,951.366,1.0394,25.556,1.244,12.197,1
68,B,HM-B210,35.225,46.188,2.705,0.0158,4.003,196.855,1014.209,15.464,7.503,994.673,0.9597,30.123,1.325,9.884,1
68,C,HM-C305,36.567,47.096,3.712,0.0343,4.243,193.943,1012.891,12.941,7.008,894.41,0.962,22.897,0.995,10.89,1
68,D,HM-D118,36.388,42.821,2.705,0.0195,3.685,207.071,1013.656,14.19,6.75,931.094,0.9968,25.845,0.864,12.887,1
68,E,HM-E441,35.418,44.556,2.47,0.0276,3.24,167.129,1012.418,14.48,6.79,945.275,0.9787,28.613,0.636,11.956,1
68,F,HM-F087,35.6,43.648,2.908,0.0185,3.482,176.864,1013.786,14.273,6.395,947.388,0.9656,29.429,1.069,11.921,1
69,A,HM-A104,35.482,49.076,2.548,0.0181,3.485,162.204,1012.409,10.405,6.762,965.201,1.0002,23.991,0.824,11.336,1
69,B,HM-B210,34.078,41.784,2.824,0.0125,3.932,168.909,1015.703,15.151,7.337,961.023,0.9359,21.4,1.051,12.856,1
69,C,HM-C305,35.394,37.741,3.343,0.0292,4.183,186.819,1013.633,14.211,7.241,970.178,1.0067,23.179,1.067,11.529,1
69,D,HM-D118,36.143,43.698,2.191,0.0254,3.32,169.168,1012.234,14.761,7.273,903.102,1.0181,27.662,1.105,10.621,1
69,E,HM-E441,36.59,41.649,2.64,0.0177,4.082,188.429,1013.081,15.146,6.944,947.029,1.0053,25.925,1.355,11.868,1
69,F,HM-F087,34.31,41.076,2.784,0.0192,3.768,184.506,1012.43,14.376,7.449,922.341,1.0172,26.973,1.326,13.533,1
70,A,HM-A104,36.343,47.938,2.959,0.0193,3.437,200.18,1012.202,14.266,6.874,966.413,1.0207,31.093,0.994,9.691,1
70,B,HM-B210,35.234,47.716,2.076,0.0189,3.917,167.252,1011.75,12.8,6.898,1035.593,1.0097,20.949,0.801,12.644,1
70,C,HM-C305,36.646,44.906,3.856,0.0383,4.957,174.809,1013.46,13.767,6.977,991.477,0.9785,27.224,0.76,10.718,1
70,D,HM-D118,34.116,48.286,2.575,0.018,3.383,203.831,1012.701,14.462,7.354,970.7,0.9869,25.668,1.109,11.112,1
70,E,HM-E441,34.014,45.138,2.335,0.0156,3.616,177.838,1013.37,14.969,7.447,929.948,0.9864,24.929,2.03,13.369,1
70,F,HM-F087,33.505,44.367,2.628,0.0149,3.402,197.135,1014.073,15.427,7.145,941.493,0.9756,24.43,1.143,12.441,1
71,A,HM-A104,32.458,47.061,2.739,0.0156,3.382,193.275,1013.552,11.875,7.242,1006.792,1.0233,26.005,0.938,12.302,1
71,B,HM-B210,34.197,42.574,2.279,0.0134,3.601,184.085,1010.996,12.437,6.323,929.217,1.0058,27.63,1.527,10.905,1
71,C,HM-C305,35.275,42.377,3.59,0.0269,4.265,198.953,1011.727,13.811,6.295,961.349,0.9165,27.095,0.972,11.074,1
71,D,HM-D118,35.057,48.44,2.316,0.0211,3.852,202.049,1013.696,14.476,6.214,881.208,0.981,24.263,0.938,11.904,1
71,E,HM-E441,35.894,42.115,2.451,0.0145,4.066,163.597,1013.122,13.334,6.611,1023.203,1.0599,20.759,1.108,12.005,1
71,F,HM-F087,36.564,45.129,2.261,0.0229,3.573,194.114,1012.287,15.274,7.399,977.688,0.9794,20.65,0.649,13.063,1
72,A,HM-A104,34.7,46.971,2.165,0.0145,3.425,177.711,1011.742,11.802,7.016,980.215,0.9268,22.589,1.027,15.381,1
72,B,HM-B210,34.188,49.114,2.228,0.0268,3.421,174.572,1014.493,13.788,7.196,973.668,1.0344,23.713,1.548,12.121,1
72,C,HM-C305,36.433,40.783,3.583,0.0129,4.362,180.787,1012.973,12.432,6.896,933.378,1.0203,21.351,1.04,13.109,1
72,D,HM-D118,33.54,46.333,2.719,0.0173,3.525,182.161,1014.62,12.571,6.079,925.732,1.0111,19.742,1.417,12.975,1
72,E,HM-E441,36.706,47.012,2.321,0.0224,2.942,179.248,1013.288,14.512,7.397,897.241,1.0404,24.625,0.686,12.994,1
72,F,HM-F087,35.046,45.723,2.347,0.0095,3.476,171.241,1013.075,15.425,7.015,992.442,0.9893,28.335,1.035,11.345,1
73,A,HM-A104,34.703,46.486,2.495,0.0206,3.581,172.376,1012.256,13.054,6.713,983.401,1.0313,34.73,1.232,9.589,1
73,B,HM-B210,34.282,46.908,2.56,0.0205,3.417,202.235,1013.756,15.459,6.539,948.288,1.0157,23.808,1.237,11.181,1
73,C,HM-C305,38.289,39.968,4.255,0.0242,5.179,181.443,1012.925,13.344,7.213,912.47,0.9691,20.926,0.968,8.959,1
73,D,HM-D118,34.776,47.283,2.314,0.022,4.069,176.419,1011.642,15.039,7.008,934.589,1.046,13.789,1.048,12.932,1
73,E,HM-E441,35.167,45.6,2.493,0.0182,3.092,169.072,1012.846,13.784,7.329,988.624,0.9899,23.498,1.185,14.625,1
73,F,HM-F087,36.278,44.576,2.631,0.0169,3.478,200.323,1014.343,12.906,7.049,1019.343,1.005,21.868,1.166,10.536,1
74,A,HM-A104,36.323,41.79,2.676,0.0139,3.469,168.982,1012.803,13.567,6.932,967.786,1.0712,33.212,1.096,12.378,1
74,B,HM-B210,34.092,48.696,2.061,0.0146,3.325,194.483,1013.656,14.765,6.577,988.287,0.9932,20.208,0.836,10.367,1
74,C,HM-C305,35.972,48.769,4.214,0.0367,4.646,177.3,1012.39,11.62,7.464,973.706,0.9847,25.576,1.046,11.147,1
74,D,HM-D118,35.029,44.285,2.708,0.019,4.198,168.808,1012.415,15.829,7.427,962.188,1.0224,25.426,1.142,11.575,1
74,E,HM-E441,35.028,51.277,2.548,0.0184,3.662,196.625,1013.74,11.941,6.582,992.248,0.9899,24.915,1.047,12.591,1
74,F,HM-F087,35.352,45.882,1.993,0.0149,3.204,158.701,1012.852,12.758,5.963,917.2,1.0038,15.083,1.365,12.153,1
75,A,HM-A104,33.745,50.961,2.502,0.0175,3.134,155.643,1011.334,11.439,7.649,968.719,0.9575,17.135,1.158,12.637,1
75,B,HM-B210,34.899,49.288,2.116,0.0176,3.157,169.833,1012.786,11.948,6.969,938.631,1.0615,15.412,1.408,9.907,1
75,C,HM-C305,34.882,50.629,3.556,0.0252,4.8,156.346,1014.798,18.344,6.914,950.726,0.9967,29.271,0.969,11.375,1
75,D,HM-D118,35.4,43.377,2.524,0.0133,3.005,166.658,1013.209,14.182,7.456,890.331,1.0017,26.163,0.055,14.476,1
75,E,HM-E441,35.874,47.985,2.23,0.0228,3.936,186.641,1012.25,14.957,6.91,965.79,0.9857,20.88,0.559,10.446,1
75,F,HM-F087,36.293,40.092,2.911,0.0202,4.122,189.193,1013.542,11.855,6.739,914.187,1.0428,16.368,1.234,13.022,1
76,A,HM-A104,35.357,43.704,2.691,0.0115,3.897,182.169,1012.896,12.177,6.634,926.226,1.0614,24.344,0.691,13.265,1
76,B,HM-B210,36.239,42.454,2.525,0.0155,3.174,183.071,1014.003,15.613,7.011,966.715,1.0121,31.455,1.132,13.4,1
76,C,HM-C305,36.85,47.122,3.997,0.0331,4.848,187.39,1013.192,13.767,7.413,976.231,0.9685,28.17,0.679,11.891,1
76,D,HM-D118,32.457,48.119,2.856,0.0239,3.849,177.76,1014.946,12.999,7.604,995.587,1.0357,22.935,0.57,12.681,1
76,E,HM-E441,35.606,45.824,2.455,0.0137,3.375,159.028,1011.537,13.58,5.778,943.324,0.9494,28.696,0.419,12.205,1
76,F,HM-F087,35.919,42.55,2.334,0.0105,3.943,194.632,1013.228,14.742,6.412,962.123,0.9439,24.254,1.299,11.728,1
77,A,HM-A104,35.026,50.427,2.675,0.0162,3.71,180.783,1012.905,15.845,6.828,984.839,1.0009,30.005,1.222,12.054,1
77,B,HM-B210,35.028,45.121,2.452,0.0239,3.546,175.331,1013.415,14.835,7.189,968.269,0.9933,20.843,1.143,11.716,1
77,C,HM-C305,37.25,45.043,3.958,0.029,4.927,163.794,1014.164,15.463,7.333,895.326,0.9788,18.478,0.923,12.29,1
77,D,HM-D118,35.948,44.099,2.943,0.0159,4.023,179.277,1013.236,14.952,8.122,966.421,1.0222,24.834,1.212,12.715,1
77,E,HM-E441,34.313,43.269,2.599,0.0165,3.759,191.777,1013.345,12.121,6.606,962.652,0.9771,21.927,0.893,12.352,1
77,F,HM-F087,33.376,44.502,2.558,0.0149,3.185,172.361,1014.052,15.049,7.212,966.401,0.9857,27.876,1.136,11.705,1
78,A,HM-A104,35.54,43.101,2.552,0.0173,3.573,198.617,1013.962,11.977,7.146,937.611,1.007,17.66,0.986,13.138,1
78,B,HM-B210,35.526,48.171,2.573,0.0196,3.843,175.858,1011.972,14.478,6.371,991.166,1.0037,24.102,0.758,11.662,1
78,C,HM-C305,36.469,45.5,4.469,0.0352,4.733,177.517,1013.178,11.634,6.736,938.383,1.0081,20.759,0.248,12.259,1
78,D,HM-D118,37.442,45.699,2.688,0.0239,3.189,189.646,1012.916,16.426,6.945,875.144,1.0182,21.123,1.414,13.564,1
78,E,HM-E441,36.003,45.589,2.895,0.0146,3.934,201.968,1012.79,11.676,7.317,998.965,0.9879,25.16,1.363,12.695,1
78,F,HM-F087,35.818,43.017,1.916,0.018,3.794,184.788,1011.779,15.164,7.115,945.788,0.98,19.711,0.531,10.796,1
79,A,HM-A104,34.849,44.938,2.618,0.0149,3.099,188.092,1012.363,12.671,7.776,924.343,1.0439,25.396,0.668,11.151,1
79,B,HM-B210,34.809,42.646,2.143,0.0125,3.51,163.291,1012.269,14.917,7.238,921.417,1.0255,29.184,1.063,11.501,1
79,C,HM-C305,35.684,42.231,4.191,0.0305,4.34,191.946,1012.412,15.543,7.227,903.786,1.0056,20.17,0.723,12.242,1
79,D,HM-D118,35.969,43.304,2.681,0.0244,4.217,178.034,1012.098,15.034,6.563,934.948,0.9993,18.949,0.519,11.737,1
79,E,HM-E441,36.969,43.014,2.485,0.0129,3.455,196.516,1014.142,15.134,7.268,916.381,1.0229,24.68,1.423,12.714,1
79,F,HM-F087,34.697,41.184,2.411,0.0123,3.766,186.419,1012.524,15.428,6.285,900.66,1.0203,22.376,1.626,11.789,1
80,A,HM-A104,35.149,48.903,2.304,0.0225,3.623,222.683,1012.845,14.281,6.38,949.905,0.9552,9.199,1.155,13.863,1
80,B,HM-B210,34.294,42.301,2.348,0.0188,2.974,190.566,1012.545,14.133,6.978,952.108,0.953,16.521,0.772,12.243,1
80,C,HM-C305,35.758,46.596,4.477,0.0284,4.827,174.096,1011.918,17.817,6.919,973.489,0.9895,24.661,0.469,10.606,1
80,D,HM-D118,35.334,43.283,2.778,0.0175,3.838,174.526,1012.711,14.964,7.107,914.728,1.0044,15.398,0.783,12.306,1
80,E,HM-E441,33.116,45.454,2.168,0.013,4.38,176.201,1012.598,13.869,6.659,1000.727,0.9805,21.211,1.286,11.94,1
80,F,HM-F087,36.109,42.28,2.715,0.0143,3.737,161.018,1012.819,15.124,6.918,963.342,0.9589,28.36,0.931,12.36,1
81,A,HM-A104,34.46,44.83,2.278,0.0191,3.203,200.787,1013.358,13.141,7.406,979.825,0.9394,20.596,0.769,10.965,1
81,B,HM-B210,35.587,49.759,2.481,0.0179,3.248,201.583,1013.222,16.123,6.882,974.015,1.0047,26.957,0.889,13.765,1
81,C,HM-C305,36.72,50.047,4.332,0.0289,5.086,186.385,1013.447,13.599,6.794,932.045,1.0505,23.141,0.876,9.408,1
81,D,HM-D118,33.947,44.866,2.079,0.0247,3.548,185.223,1013.34,13.498,7.061,948.18,1.013,24.876,0.993,12.443,1
81,E,HM-E441,35.327,49.902,2.708,0.0157,3.397,161.511,1013.69,13.292,7.425,943.668,0.9981,13.495,0.719,9.117,1
81,F,HM-F087,35.221,48.653,2.928,0.0175,3.491,173.501,1011.796,15.026,7.416,889.501,0.9937,29.348,0.763,11.989,1
82,A,HM-A104,35.112,44.972,2.689,0.0196,3.069,179.368,1012.525,11.645,6.752,974.25,0.9526,26.12,1.047,10.583,1
82,B,HM-B210,34.45,40.161,2.691,0.0112,3.196,190.451,1010.445,14.875,7.605,996.024,1.0376,21.067,0.725,11.83,1
82,C,HM-C305,37.2,46.371,3.884,0.033,5.427,211.887,1014.271,16.526,7.331,913.42,0.9737,26.104,1.315,12.29,1
82,D,HM-D118,36.27,37.787,3.029,0.0129,3.849,180.696,1013.771,15.0,7.838,976.968,1.0043,21.45,1.15,12.707,1
82,E,HM-E441,36.606,45.175,2.559,0.0206,3.7,155.766,1012.5,14.392,7.396,900.193,0.9272,26.406,0.734,11.736,1
82,F,HM-F087,35.301,42.391,2.612,0.0133,3.656,157.619,1012.963,14.407,6.781,936.298,1.0157,24.453,1.116,13.284,1
83,A,HM-A104,35.495,43.737,2.217,0.0234,3.219,178.844,1011.675,13.216,7.421,921.771,1.0244,23.036,0.973,13.153,1
83,B,HM-B210,35.262,47.354,2.175,0.0166,3.349,140.255,1012.851,14.535,7.453,1007.939,1.0048,18.498,0.496,12.893,1
83,C,HM-C305,35.523,50.391,4.473,0.0309,4.689,168.373,1013.937,15.877,7.449,922.588,1.0319,23.03,1.349,12.261,1
83,D,HM-D118,34.959,44.377,2.642,0.0145,4.212,153.797,1012.129,13.691,6.758,986.605,1.0124,20.866,1.212,13.204,1
83,E,HM-E441,34.884,46.265,2.219,0.0304,3.527,214.597,1012.324,15.329,7.409,975.717,1.0149,24.106,0.908,12.39,1
83,F,HM-F087,31.61,38.67,2.729,0.0245,3.402,160.625,1012.319,13.733,6.162,935.783,1.0144,27.8,0.91,13.082,1
84,A,HM-A104,35.928,44.671,2.249,0.0187,3.756,209.247,1012.774,12.596,6.179,913.059,0.9905,19.762,1.407,11.894,1
84,B,HM-B210,34.045,46.122,2.287,0.0232,3.682,165.585,1013.951,13.836,6.386,900.343,0.9715,25.702,1.195,12.771,1
84,C,HM-C305,36.428,42.544,5.034,0.0322,4.727,181.795,1015.054,14.713,7.017,946.466,0.9997,16.648,0.659,11.862,1
84,D,HM-D118,34.695,51.249,2.414,0.0172,4.364,181.258,1013.153,13.989,7.815,958.405,1.0247,23.936,1.326,11.246,1
84,E,HM-E441,36.054,46.417,2.862,0.0219,3.205,201.74,1011.409,13.949,7.282,966.023,0.9467,20.592,0.71,11.565,1
84,F,HM-F087,35.227,43.435,2.625,0.0208,3.787,177.303,1013.035,13.375,6.725,999.332,0.918,23.54,1.48,11.472,1
85,A,HM-A104,35.84,50.273,2.501,0.0174,3.585,195.259,1012.348,14.511,7.4,1053.485,0.9815,30.793,0.408,12.388,1
85,B,HM-B210,33.921,44.054,2.682,0.012,3.477,177.299,1011.646,11.239,6.713,906.15,1.0259,23.703,1.228,11.845,1
85,C,HM-C305,35.989,45.003,4.736,0.0346,4.59,144.969,1012.119,12.512,6.907,930.729,0.9905,24.795,0.269,12.891,1
85,D,HM-D118,34.866,52.316,3.113,0.0194,4.169,200.481,1012.462,16.24,6.538,977.556,0.943,26.485,0.979,12.063,1
85,E,HM-E441,36.235,40.672,2.631,0.0152,3.285,173.108,1013.107,12.552,6.591,982.69,0.9892,23.582,1.615,11.744,1
85,F,HM-F087,35.63,47.627,2.668,0.0152,4.096,196.738,1012.564,14.981,7.556,919.155,1.0143,26.596,0.78,12.763,1
86,A,HM-A104,35.181,43.716,2.492,0.0181,3.65,166.105,1012.404,12.781,6.749,937.971,1.0091,22.297,0.866,10.37,1
86,B,HM-B210,34.635,41.158,2.666,0.0206,3.106,176.557,1012.439,13.804,7.077,946.614,0.9904,25.906,1.108,12.64,1
86,C,HM-C305,35.905,47.481,4.434,0.0311,5.548,191.712,1012.16,14.542,7.492,939.704,0.9986,34.827,1.058,10.885,1
86,D,HM-D118,34.399,43.344,2.799,0.0256,3.995,175.498,1013.261,13.287,6.649,928.33,1.0017,28.945,1.362,11.398,1
86,E,HM-E441,36.745,49.23,2.346,0.0193,3.003,147.49,1012.393,11.088,7.021,962.62,0.9857,25.784,1.092,13.533,1
86,F,HM-F087,35.545,48.6,2.799,0.0237,3.806,145.554,1013.171,12.674,6.28,936.802,1.0221,17.022,1.068,11.972,1
87,A,HM-A104,35.537,45.304,2.465,0.0172,4.1,173.162,1012.23,15.599,6.556,903.921,1.0164,23.374,0.482,13.85,1
87,B,HM-B210,35.576,46.573,2.765,0.0162,2.829,213.635,1010.498,12.838,6.717,977.366,0.997,18.18,0.876,12.867,1
87,C,HM-C305,37.565,44.014,4.449,0.0397,4.509,160.095,1012.542,14.563,6.906,983.001,0.9623,25.063,0.868,12.166,1
87,D,HM-D118,34.082,43.569,3.325,0.0165,3.479,161.279,1012.696,11.862,6.496,959.795,0.9998,28.191,0.799,11.91,1
87,E,HM-E441,34.321,47.633,3.011,0.0197,3.574,157.001,1012.462,15.62,7.234,1045.245,0.933,24.275,0.541,11.428,1
87,F,HM-F087,37.929,42.838,2.482,0.0175,3.379,179.515,1014.564,13.72,6.675,950.069,1.0151,21.873,1.188,10.21,1
88,A,HM-A104,35.414,43.429,2.215,0.0151,3.442,164.025,1013.311,13.522,7.691,981.488,1.0245,29.724,1.018,11.743,1
88,B,HM-B210,35.459,48.88,2.02,0.01,3.714,193.534,1014.619,13.677,6.646,932.588,0.9406,6.241,1.335,10.885,1
88,C,HM-C305,37.585,43.935,4.596,0.0339,5.553,154.781,1011.94,11.342,6.15,1010.882,1.0489,21.905,0.891,12.125,1
88,D,HM-D118,33.937,46.288,3.133,0.0167,3.876,172.941,1012.257,18.758,6.253,934.436,0.9721,33.376,0.782,10.282,1
88,E,HM-E441,36.164,46.765,2.591,0.0188,3.553,200.52,1015.664,11.787,7.311,901.996,1.0521,28.648,0.567,11.356,1
88,F,HM-F087,34.481,38.913,2.467,0.014,3.488,187.576,1012.864,12.733,6.774,1016.298,1.0424,30.022,0.74,11.837,1
89,A,HM-A104,35.014,45.43,2.845,0.0194,3.49,173.094,1013.783,13.062,7.215,919.468,1.0158,16.846,0.756,10.897,1
89,B,HM-B210,34.667,45.079,2.559,0.0222,3.536,205.029,1012.115,12.312,6.773,940.873,0.9536,21.98,1.255,12.261,1
89,C,HM-C305,37.018,41.431,4.473,0.0331,4.739,191.293,1012.194,16.435,6.339,918.955,0.9876,28.966,0.462,11.783,1
89,D,HM-D118,35.758,43.472,3.062,0.0145,3.611,172.756,1013.917,14.306,6.937,1038.715,0.9802,28.549,0.954,11.744,1
89,E,HM-E441,33.601,43.549,1.809,0.0209,3.554,211.465,1012.345,13.622,7.204,961.131,1.0099,18.023,1.14,13.93,1
89,F,HM-F087,35.993,40.487,2.348,0.0155,3.182,174.76,1013.591,15.126,6.457,965.177,0.9701,25.533,0.966,10.736,1
90,A,HM-A104,33.587,44.858,2.364,0.0099,3.353,173.417,1013.681,14.994,7.925,994.381,0.9862,23.265,1.175,11.598,1
90,B,HM-B210,34.027,41.232,2.303,0.024,3.905,167.071,1012.095,12.969,7.147,953.21,0.982,29.012,0.627,11.275,1
90,C,HM-C305,37.228,45.644,4.663,0.036,4.699,183.219,1013.612,15.955,6.32,1000.382,0.996,28.116,0.774,12.652,1
90,D,HM-D118,35.283,46.809,3.053,0.0175,3.833,181.147,1013.334,11.92,6.816,977.545,0.9939,23.596,0.564,10.799,1
90,E,HM-E441,35.441,36.375,2.344,0.0273,4.123,153.367,1011.79,11.828,7.109,915.914,1.047,29.36,1.161,11.857,1
90,F,HM-F087,34.453,40.385,2.539,0.0141,3.111,194.787,1013.099,14.451,7.245,962.164,1.0227,20.165,0.931,12.641,1
91,A,HM-A104,35.076,43.677,1.919,0.0188,3.298,149.336,1013.321,14.237,6.492,932.62,0.9796,21.7,0.518,11.331,1
91,B,HM-B210,34.441,47.62,2.867,0.0194,3.43,176.782,1013.347,11.752,6.992,904.986,0.9654,23.54,1.237,12.226,1
91,C,HM-C305,36.627,42.138,4.346,0.0367,5.278,189.271,1013.994,14.804,7.173,916.641,0.9871,33.366,1.424,11.368,1
91,D,HM-D118,34.535,42.019,3.039,0.0173,3.942,200.731,1012.757,13.991,7.285,990.523,0.9922,23.941,0.709,10.321,1
91,E,HM-E441,34.636,45.095,2.514,0.022,3.651,164.711,1011.983,14.486,6.917,915.756,0.9487,26.299,1.381,11.381,1
91,F,HM-F087,35.737,44.642,2.325,0.0225,3.135,164.09,1013.636,13.698,6.932,917.897,0.9938,23.047,1.225,11.773,1
92,A,HM-A104,35.532,47.985,2.579,0.0166,3.435,183.31,1013.502,14.579,7.637,958.91,0.9648,21.519,0.875,11.966,1
92,B,HM-B210,33.777,44.729,2.265,0.0173,4.443,189.167,1012.704,11.831,6.776,947.729,1.0629,24.991,1.171,12.139,1
92,C,HM-C305,37.217,40.305,4.788,0.0312,4.884,173.395,1011.092,13.85,6.964,982.491,0.9847,27.892,1.479,11.581,1
92,D,HM-D118,35.448,45.891,2.561,0.0231,4.229,149.445,1013.189,11.405,7.088,980.038,0.9629,28.068,1.302,12.954,1
92,E,HM-E441,35.505,45.032,2.538,0.0214,3.778,183.403,1013.023,11.82,7.2,973.885,1.0042,32.826,0.851,13.31,1
92,F,HM-F087,35.319,40.906,2.594,0.0164,3.155,191.344,1012.383,13.835,7.465,912.746,0.9533,28.674,1.186,11.793,1
93,A,HM-A104,35.799,45.34,2.574,0.022,2.936,183.513,1011.568,14.774,7.239,943.418,1.0246,17.465,1.319,10.544,1
93,B,HM-B210,35.495,45.926,2.682,0.0125,3.376,218.223,1013.292,14.315,6.256,918.963,0.9766,17.619,1.318,13.848,1
93,C,HM-C305,36.075,41.487,4.641,0.0312,5.267,188.488,1011.857,13.036,7.682,932.43,0.9911,27.407,0.855,13.319,1
93,D,HM-D118,34.298,41.451,2.825,0.0179,3.805,169.643,1013.204,13.14,6.775,936.64,0.9892,26.868,1.038,10.87,1
93,E,HM-E441,36.34,45.507,2.958,0.0232,3.529,160.116,1012.31,11.537,7.059,1012.15,0.9639,12.95,1.264,10.746,1
93,F,HM-F087,35.409,44.006,2.549,0.0199,3.135,157.753,1013.395,13.553,6.926,960.247,0.9772,26.933,0.369,12.423,1
94,A,HM-A104,35.375,51.185,2.533,0.0164,3.771,195.608,1012.163,14.801,6.691,954.47,0.9725,19.96,1.094,11.136,1
94,B,HM-B210,36.319,48.416,2.414,0.018,3.777,175.469,1012.158,12.194,6.712,923.616,0.9693,34.924,1.144,11.034,1
94,C,HM-C305,35.326,48.566,4.179,0.0334,5.44,181.066,1012.869,15.064,7.1,999.172,1.0021,22.289,0.882,12.43,1
94,D,HM-D118,34.704,43.656,3.089,0.02,4.387,183.359,1012.629,15.026,7.325,947.93,1.012,26.024,1.49,13.497,1
94,E,HM-E441,34.446,44.642,2.594,0.0142,3.168,156.555,1012.194,15.106,6.839,948.76,1.0188,20.143,0.576,12.296,1
94,F,HM-F087,37.759,42.714,2.809,0.017,3.226,189.222,1012.16,12.685,7.138,957.202,1.0219,22.374,1.05,9.537,1
95,A,HM-A104,35.937,52.909,2.86,0.0155,3.51,180.91,1013.066,15.64,6.886,923.721,1.0342,20.33,0.657,11.848,1
95,B,HM-B210,33.203,39.749,2.727,0.0159,3.396,190.787,1013.112,13.317,7.069,980.243,0.976,29.294,0.844,12.222,1
95,C,HM-C305,36.179,40.55,4.927,0.0379,5.168,155.376,1012.883,14.905,7.224,927.11,1.0002,23.621,0.636,11.487,0
95,D,HM-D118,36.196,46.445,2.715,0.015,4.001,202.577,1012.692,11.725,6.878,973.832,0.9583,24.235,1.506,11.681,1
95,E,HM-E441,35.314,47.547,2.479,0.0166,3.081,194.708,1013.567,14.44,6.844,888.099,0.9942,31.305,0.601,11.283,1
95,F,HM-F087,35.963,40.88,2.583,0.0159,3.408,187.403,1013.403,13.446,6.967,930.988,1.0061,30.105,1.274,11.4,1
96,A,HM-A104,34.641,44.695,2.222,0.0126,3.847,195.74,1012.851,15.633,7.495,966.787,0.9493,23.808,0.72,12.814,1
96,B,HM-B210,34.922,43.203,2.596,0.0236,3.681,205.92,1014.182,13.97,7.247,950.223,1.0166,22.445,1.412,12.565,1
96,C,HM-C305,37.14,45.053,4.938,0.0378,4.988,181.107,1012.179,14.711,8.084,1001.759,0.9706,29.853,0.912,10.746,0
96,D,HM-D118,35.153,40.032,3.11,0.0227,4.021,188.65,1011.083,13.39,7.215,1033.151,1.0075,22.578,0.425,13.129,1
96,E,HM-E441,35.736,46.814,2.514,0.0257,3.015,203.295,1013.169,14.376,7.213,869.152,1.021,21.217,0.683,12.493,1
96,F,HM-F087,35.745,44.586,2.401,0.0177,3.645,171.728,1013.005,14.459,6.736,947.134,1.0321,18.038,0.946,9.421,1
97,A,HM-A104,34.721,45.652,2.684,0.015,3.626,166.43,1015.115,14.541,6.722,978.956,0.9724,23.522,1.084,12.724,1
